0.292807724,0.891880185,0
0.094955557,0.820012991,0
0.06195014,0.559820632,0
0.977689686,0.208798708,0
0.289723158,0.306908493,0
0.505705313,0.417954444,0
0.792292236,0.383566583,0
0.276899028,0.949351175,0
0.890520714,0.481246204,0
0.518963771,0.476071857,0
0.751644775,0.463728011,0
0.111791154,0.363067794,0
0.070970632,0.938967508,0
0.711841606,0.441059561,0
0.998863791,0.333495822,0
0.738311137,0.445982786,0
0.104768042,0.244732388,0
0.688772201,0.521814459,0
0.167982869,0.233878307,0
0.794532847,0.482783802,0
0.349305842,0.793469378,0
0.390173586,0.398710615,0
0.107978742,0.882055593,0
0.425896038,0.724112836,0
0.034539106,0.979782105,0
0.161937333,0.817573592,0
0.953755523,0.879395153,0
0.058497751,0.444998371,0
0.166094853,0.184805332,0
0.808616713,0.633368976,0
0.985326272,0.042004427,0
0.73027593,0.611308567,0
0.045879921,0.50566274,0
0.96576028,0.833144238,0
0.975160706,0.991013136,0
0.929887547,0.052153473,0
0.100978531,0.282081135,0
0.133526556,0.682797544,0
0.152835466,0.482895397,0
0.054442458,0.889654781,0
0.400476248,0.720223971,0
0.204202419,0.645028411,0
0.182969159,0.269789794,0
0.773438807,0.673566151,0
0.426672564,0.370795604,0
0.379648678,0.958561257,0
0.991171333,0.837977753,0
0.948474624,0.03435517,0
0.266449129,0.377651363,0
0.105044866,0.756584761,0
0.381357224,0.740692846,0
0.760108361,0.471937259,0
0.313787812,0.470227386,0
0.535582973,0.449134312,0
0.131462326,0.743189518,0
0.758172405,0.485182898,0
0.184873326,0.591989387,0
0.423734087,0.51937939,0
0.28308616,0.387372751,0
0.95734581,0.264117547,0
0.723895531,0.411987573,0
0.130905897,0.549452007,0
0.543506693,0.350838222,0
0.073843621,0.822333353,0
0.352287857,0.740827061,0
0.078196323,0.452005101,0
0.313947783,0.840750493,0
0.447418957,0.835636328,0
0.229720037,0.951306117,0
0.539150277,0.39156503,0
0.379892624,0.699574937,0
0.100799291,0.371223902,0
0.867202412,0.374282544,0
0.42455866,0.531617775,0
0.140513503,0.990290524,0
0.435787925,0.848679063,0
0.067972456,0.501166406,0
0.977264567,0.836324484,0
0.744658473,0.528135717,0
0.91032167,0.286621181,0
0.179792695,0.23258682,0
0.401499164,0.949653316,0
0.219293282,0.652099633,0
0.42822823,0.800683811,0
0.233076362,0.975460861,0
0.297154481,0.237370313,0
0.400589391,0.68548524,0
0.939258284,0.235594081,0
0.904402152,0.540842657,0
0.821953137,0.222193755,0
0.255823545,0.392425492,0
0.494241654,0.336560988,0
0.889175017,0.570069845,0
0.455387779,0.477517093,0
0.886666895,0.388966513,0
0.956170057,0.938999525,0
0.817717515,0.550220221,0
0.224670497,0.9195904,0
0.21886578,0.377490171,0
0.737595586,0.556913634,0
0.465868347,0.945689957,0
0.263778192,0.917615173,0
0.262875967,0.301169363,0
0.258438701,0.590345189,0
0.888854876,0.072334656,0
0.296375691,0.31597942,0
0.088951089,0.613868654,0
0.032979296,0.857248544,0
0.421658377,0.911281403,0
0.008172237,0.871345169,0
0.462015299,0.885355357,0
0.694781479,0.361572707,0
0.038089319,0.984000208,0
0.285522924,0.311988955,0
0.763260517,0.549806442,0
0.11896767,0.268394447,0
0.94331825,0.214366103,0
0.821019777,0.951763611,0
0.461280518,0.787654161,0
0.996972207,0.159464609,0
0.171397046,0.520586668,0
0.189507376,0.381683767,0
0.658392286,0.485449794,0
0.868961652,0.985058885,0
0.245415875,0.872201873,0
0.398079833,0.485375209,0
0.351251549,0.758897548,0
0.77464631,0.643999642,0
0.654389845,0.539170418,0
0.151911693,0.61914975,0
0.334291483,0.806865509,0
0.4007788,0.660783214,0
0.40508738,0.469168909,0
0.256041884,0.493809445,0
0.26907717,0.196636516,0
0.139865407,0.550075293,0
0.284893388,0.476186174,0
0.397986968,0.433321584,0
0.431077305,0.323924216,0
0.895285917,0.573567409,0
0.500283666,0.505060713,0
0.908035811,0.021310175,0
0.004978827,0.967030535,0
0.243709904,0.429266944,0
0.289191452,0.672184543,0
0.42790546,0.418861242,0
0.398778526,0.941649897,0
0.34923222,0.804297455,0
0.081648665,0.569532547,0
0.79885989,0.478994739,0
0.478102347,0.935460525,0
0.92782774,0.248488032,0
0.466374001,0.314130422,0
0.799836806,0.453305793,0
0.123200208,0.552566735,0
0.088906998,0.773708399,0
0.916354774,0.917352682,0
0.166118963,0.984408325,0
0.925134177,0.297604278,0
0.906523032,0.518354724,0
0.889088258,0.010166646,0
0.245833374,0.315618517,0
0.846427844,0.578892289,0
0.14217384,0.204184282,0
0.432453364,0.932968814,0
0.133907079,0.583170967,0
0.107369548,0.58585567,0
0.403444338,0.673273774,0
0.370440268,0.81137146,0
0.314662537,0.919920931,0
0.04575012,0.932403186,0
0.19078616,0.259341112,0
0.814665668,0.435731559,0
0.732913819,0.668814544,0
